Signals-> 0 1 2 3 4 5    6    7    8   9   10  11  12  13   14 15 16 17 18 19 20    21 22 23 24 25 

sample

47        0 0 1 0 0 015h 015h 0F0h 00h 00h 00h 00h 00h 015h 0  0  0  1  0h 0  2106h 0  1  0  0  0  
48        0 0 1 0 0 016h 016h 0F0h 00h 00h 00h 00h 00h 016h 0  0  0  1  0h 0  2147h 0  1  0  0  0  
49        0 0 1 0 0 017h 017h 0F0h 00h 00h 00h 00h 00h 017h 0  0  0  1  0h 0  3188h 0  1  0  0  0  
50        0 0 1 0 0 018h 018h 0F0h 00h 00h 00h 00h 00h 018h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
51        0 0 1 0 0 018h 018h 0F0h 00h 00h 00h 00h 00h 018h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
52        0 0 1 0 0 018h 018h 0F0h 00h 00h 00h 00h 00h 018h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
53        0 0 1 0 0 018h 018h 0F0h 00h 00h 00h 00h 00h 018h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
54        0 0 1 0 0 019h 019h 0F0h 00h 00h 00h 00h 00h 019h 0  0  0  1  0h 0  422Bh 0  1  0  0  0  
55        0 0 1 0 0 01Ah 01Ah 0F0h 00h 00h 00h 00h 00h 01Ah 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
56        0 0 1 0 0 01Bh 01Bh 0F0h 00h 00h 00h 00h 00h 01Bh 0  0  0  1  0h 0  426Dh 0  1  0  0  0  
57        0 0 1 0 0 01Ch 01Ch 0F0h 00h 00h 00h 00h 00h 01Ch 0  0  0  1  0h 0  4A6Dh 0  1  0  0  0  
58        0 0 1 0 0 01Dh 01Dh 0F0h 00h 00h 00h 00h 00h 01Dh 0  0  0  1  0h 0  4A6Eh 0  1  0  0  0  
59        0 0 1 0 0 01Eh 01Eh 0F0h 00h 00h 00h 00h 00h 01Eh 0  0  0  1  0h 0  4A8Eh 0  1  0  0  0  
60        0 0 1 0 0 01Fh 01Fh 0F0h 00h 00h 00h 00h 00h 01Fh 0  0  0  1  0h 0  4A8Dh 0  1  0  0  0  
61        0 0 1 0 0 020h 020h 0F0h 00h 00h 00h 00h 00h 020h 0  0  0  1  0h 0  428Dh 0  1  0  0  0  
62        0 0 1 0 0 020h 020h 0F0h 00h 00h 00h 00h 00h 020h 0  0  0  1  0h 0  428Dh 0  1  0  0  0  
63        0 0 1 0 0 020h 020h 0F0h 00h 00h 00h 00h 00h 020h 0  0  0  1  0h 0  428Dh 0  1  0  0  0  
64        0 0 1 0 0 020h 020h 0F0h 00h 00h 00h 00h 00h 020h 0  0  0  1  0h 0  428Dh 0  1  0  0  0  
65        0 0 1 0 0 021h 021h 0F0h 00h 00h 00h 00h 00h 021h 0  0  0  1  0h 0  426Dh 0  1  0  0  0  
66        0 0 1 0 0 022h 022h 0F0h 00h 00h 00h 00h 00h 022h 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
67        0 0 1 0 0 023h 023h 0F0h 00h 00h 00h 00h 00h 023h 0  0  0  1  0h 0  422Ch 0  1  0  0  0  
68        0 0 1 0 0 024h 024h 0F0h 00h 00h 00h 00h 00h 024h 0  0  0  1  0h 0  3A2Ah 0  1  0  0  0  
69        0 0 1 0 0 025h 025h 0F0h 00h 00h 00h 00h 00h 025h 0  0  0  1  0h 0  3A0Ah 0  1  0  0  0  
70        0 0 1 0 0 026h 026h 0F0h 00h 00h 00h 00h 00h 026h 0  0  0  1  0h 0  39E9h 0  1  0  0  0  
71        0 0 1 0 0 027h 027h 0F0h 00h 00h 00h 00h 00h 027h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
72        0 0 1 0 0 028h 028h 0F0h 00h 00h 00h 00h 00h 028h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
73        0 0 1 0 0 028h 028h 0F0h 00h 00h 00h 00h 00h 028h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
74        0 0 1 0 0 028h 028h 0F0h 00h 00h 00h 00h 00h 028h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
75        0 0 1 0 0 028h 028h 0F0h 00h 00h 00h 00h 00h 028h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
76        0 0 1 0 0 029h 029h 0F0h 00h 00h 00h 00h 00h 029h 0  0  0  1  0h 0  10A2h 0  1  0  0  0  
77        0 0 1 0 0 02Ah 02Ah 0F0h 00h 00h 00h 00h 00h 02Ah 0  0  0  1  0h 0  1082h 0  1  0  0  0  
78        0 0 1 0 0 02Bh 02Bh 0F0h 00h 00h 00h 00h 00h 02Bh 0  0  0  1  0h 0  1083h 0  1  0  0  0  
79        0 0 1 0 0 02Ch 02Ch 0F0h 00h 00h 00h 00h 00h 02Ch 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
80        0 0 1 0 0 02Dh 02Dh 0F0h 00h 00h 00h 00h 00h 02Dh 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
81        0 0 1 0 0 02Eh 02Eh 0F0h 00h 00h 00h 00h 00h 02Eh 0  0  0  1  0h 0  10A4h 0  1  0  0  0  
82        0 0 1 0 0 02Fh 02Fh 0F0h 00h 00h 00h 00h 00h 02Fh 0  0  0  1  0h 0  10C4h 0  1  0  0  0  
83        0 0 1 0 0 030h 030h 0F0h 00h 00h 00h 00h 00h 030h 0  0  0  1  0h 0  1905h 0  1  0  0  0  
84        0 0 1 0 0 030h 030h 0F0h 00h 00h 00h 00h 00h 030h 0  0  0  1  0h 0  1905h 0  1  0  0  0  
85        0 0 1 0 0 030h 030h 0F0h 00h 00h 00h 00h 00h 030h 0  0  0  1  0h 0  1905h 0  1  0  0  0  
86        0 0 1 0 0 030h 030h 0F0h 00h 00h 00h 00h 00h 030h 0  0  0  1  0h 0  1905h 0  1  0  0  0  
87        0 0 1 0 0 031h 031h 0F0h 00h 00h 00h 00h 00h 031h 0  0  0  1  0h 0  2126h 0  1  0  0  0  
88        0 0 1 0 0 032h 032h 0F0h 00h 00h 00h 00h 00h 032h 0  0  0  1  0h 0  2168h 0  1  0  0  0  
89        0 0 1 0 0 033h 033h 0F0h 00h 00h 00h 00h 00h 033h 0  0  0  1  0h 0  29A9h 0  1  0  0  0  
90        0 0 1 0 0 034h 034h 0F0h 00h 00h 00h 00h 00h 034h 0  0  0  1  0h 0  39EBh 0  1  0  0  0  
91        0 0 1 0 0 035h 035h 0F0h 00h 00h 00h 00h 00h 035h 0  0  0  1  0h 0  3A2Ch 0  1  0  0  0  
92        0 0 1 0 0 036h 036h 0F0h 00h 00h 00h 00h 00h 036h 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
93        0 0 1 0 0 037h 037h 0F0h 00h 00h 00h 00h 00h 037h 0  0  0  1  0h 0  4A6Dh 0  1  0  0  0  
94        0 0 1 0 0 038h 038h 0F0h 00h 00h 00h 00h 00h 038h 0  0  0  1  0h 0  4A8Eh 0  1  0  0  0  
95        0 0 1 0 0 038h 038h 0F0h 00h 00h 00h 00h 00h 038h 0  0  0  1  0h 0  4A8Eh 0  1  0  0  0  
96        0 0 1 0 0 038h 038h 0F0h 00h 00h 00h 00h 00h 038h 0  0  0  1  0h 0  4A8Eh 0  1  0  0  0  
97        0 0 1 0 0 038h 038h 0F0h 00h 00h 00h 00h 00h 038h 0  0  0  1  0h 0  4A8Eh 0  1  0  0  0  
98        0 0 1 0 0 039h 039h 0F0h 00h 00h 00h 00h 00h 039h 0  0  0  1  0h 0  426Dh 0  1  0  0  0  
99        0 0 1 0 0 03Ah 03Ah 0F0h 00h 00h 00h 00h 00h 03Ah 0  0  0  1  0h 0  426Dh 0  1  0  0  0  
100       0 0 1 0 0 03Bh 03Bh 0F0h 00h 00h 00h 00h 00h 03Bh 0  0  0  1  0h 0  422Ch 0  1  0  0  0  
101       0 0 1 0 0 03Ch 03Ch 0F0h 00h 00h 00h 00h 00h 03Ch 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
102       0 0 1 0 0 03Dh 03Dh 0F0h 00h 00h 00h 00h 00h 03Dh 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
103       0 0 1 0 0 03Eh 03Eh 0F0h 00h 00h 00h 00h 00h 03Eh 0  0  0  1  0h 0  39E9h 0  1  0  0  0  
104       0 0 1 0 0 03Fh 03Fh 0F0h 00h 00h 00h 00h 00h 03Fh 0  0  0  1  0h 0  39C9h 0  1  0  0  0  
105       0 0 1 0 0 040h 040h 0F0h 00h 00h 00h 00h 00h 040h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
106       0 0 1 0 0 040h 040h 0F0h 00h 00h 00h 00h 00h 040h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
107       0 0 1 0 0 040h 040h 0F0h 00h 00h 00h 00h 00h 040h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
108       0 0 1 0 0 040h 040h 0F0h 00h 00h 00h 00h 00h 040h 0  0  0  1  0h 0  3187h 0  1  0  0  0  
109       0 0 1 0 0 041h 041h 0F0h 00h 00h 00h 00h 00h 041h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
110       0 0 1 0 0 042h 042h 0F0h 00h 00h 00h 00h 00h 042h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
111       0 0 1 0 0 043h 043h 0F0h 00h 00h 00h 00h 00h 043h 0  0  0  1  0h 0  1062h 0  1  0  0  0  
112       0 0 1 0 0 044h 044h 0F0h 00h 00h 00h 00h 00h 044h 0  0  0  1  0h 0  1082h 0  1  0  0  0  
113       0 0 1 0 0 045h 045h 0F0h 00h 00h 00h 00h 00h 045h 0  0  0  1  0h 0  1083h 0  1  0  0  0  
114       0 0 1 0 0 046h 046h 0F0h 00h 00h 00h 00h 00h 046h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
115       0 0 1 0 0 047h 047h 0F0h 00h 00h 00h 00h 00h 047h 0  0  0  1  0h 0  10C4h 0  1  0  0  0  
116       0 0 1 0 0 048h 048h 0F0h 00h 00h 00h 00h 00h 048h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
117       0 0 1 0 0 048h 048h 0F0h 00h 00h 00h 00h 00h 048h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
118       0 0 1 0 0 048h 048h 0F0h 00h 00h 00h 00h 00h 048h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
119       0 0 1 0 0 048h 048h 0F0h 00h 00h 00h 00h 00h 048h 0  0  0  1  0h 0  18E5h 0  1  0  0  0  
120       0 0 1 0 0 049h 049h 0F0h 00h 00h 00h 00h 00h 049h 0  0  0  1  0h 0  2126h 0  1  0  0  0  
121       0 0 1 0 0 04Ah 04Ah 0F0h 00h 00h 00h 00h 00h 04Ah 0  0  0  1  0h 0  2147h 0  1  0  0  0  
122       0 0 1 0 0 04Bh 04Bh 0F0h 00h 00h 00h 00h 00h 04Bh 0  0  0  1  0h 0  29A9h 0  1  0  0  0  
123       0 0 1 0 0 04Ch 04Ch 0F0h 00h 00h 00h 00h 00h 04Ch 0  0  0  1  0h 0  31EAh 0  1  0  0  0  
124       0 0 1 0 0 04Dh 04Dh 0F0h 00h 00h 00h 00h 00h 04Dh 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
125       0 0 1 0 0 04Eh 04Eh 0F0h 00h 00h 00h 00h 00h 04Eh 0  0  0  1  0h 0  422Ch 0  1  0  0  0  
126       0 0 1 0 0 04Fh 04Fh 0F0h 00h 00h 00h 00h 00h 04Fh 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
127       0 0 1 0 0 050h 050h 0F0h 00h 00h 00h 00h 00h 050h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
128       0 0 1 0 0 050h 050h 0F0h 00h 00h 00h 00h 00h 050h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
129       0 0 1 0 0 050h 050h 0F0h 00h 00h 00h 00h 00h 050h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
130       0 0 1 0 0 050h 050h 0F0h 00h 00h 00h 00h 00h 050h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
131       0 0 1 0 0 051h 051h 0F0h 00h 00h 00h 00h 00h 051h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
132       0 0 1 0 0 052h 052h 0F0h 00h 00h 00h 00h 00h 052h 0  0  0  1  0h 0  422Bh 0  1  0  0  0  
133       0 0 1 0 0 053h 053h 0F0h 00h 00h 00h 00h 00h 053h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
134       0 0 1 0 0 054h 054h 0F0h 00h 00h 00h 00h 00h 054h 0  0  0  1  0h 0  31EAh 0  1  0  0  0  
135       0 0 1 0 0 055h 055h 0F0h 00h 00h 00h 00h 00h 055h 0  0  0  1  0h 0  31A9h 0  1  0  0  0  
136       0 0 1 0 0 056h 056h 0F0h 00h 00h 00h 00h 00h 056h 0  0  0  1  0h 0  3188h 0  1  0  0  0  
137       0 0 1 0 0 057h 057h 0F0h 00h 00h 00h 00h 00h 057h 0  0  0  1  0h 0  2967h 0  1  0  0  0  
138       0 0 1 0 0 058h 058h 0F0h 00h 00h 00h 00h 00h 058h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
139       0 0 1 0 0 058h 058h 0F0h 00h 00h 00h 00h 00h 058h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
140       0 0 1 0 0 058h 058h 0F0h 00h 00h 00h 00h 00h 058h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
141       0 0 1 0 0 058h 058h 0F0h 00h 00h 00h 00h 00h 058h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
142       0 0 1 0 0 059h 059h 0F0h 00h 00h 00h 00h 00h 059h 0  0  0  1  0h 0  2925h 0  1  0  0  0  
143       0 0 1 0 0 05Ah 05Ah 0F0h 00h 00h 00h 00h 00h 05Ah 0  0  0  1  0h 0  20E4h 0  1  0  0  0  
144       0 0 1 0 0 05Bh 05Bh 0F0h 00h 00h 00h 00h 00h 05Bh 0  0  0  1  0h 0  1083h 0  1  0  0  0  
145       0 0 1 0 0 05Ch 05Ch 0F0h 00h 00h 00h 00h 00h 05Ch 0  0  0  1  0h 0  1082h 0  1  0  0  0  
146       0 0 1 0 0 05Dh 05Dh 0F0h 00h 00h 00h 00h 00h 05Dh 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
147       0 0 1 0 0 05Eh 05Eh 0F0h 00h 00h 00h 00h 00h 05Eh 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
148       0 0 1 0 0 05Fh 05Fh 0F0h 00h 00h 00h 00h 00h 05Fh 0  0  0  1  0h 0  18C4h 0  1  0  0  0  
149       0 0 1 0 0 060h 060h 0F0h 00h 00h 00h 00h 00h 060h 0  0  0  1  0h 0  18C5h 0  1  0  0  0  
150       0 0 1 0 0 060h 060h 0F0h 00h 00h 00h 00h 00h 060h 0  0  0  1  0h 0  18C5h 0  1  0  0  0  
151       0 0 1 0 0 060h 060h 0F0h 00h 00h 00h 00h 00h 060h 0  0  0  1  0h 0  18C5h 0  1  0  0  0  
152       0 0 1 0 0 060h 060h 0F0h 00h 00h 00h 00h 00h 060h 0  0  0  1  0h 0  18C5h 0  1  0  0  0  
153       0 0 1 0 0 061h 061h 0F0h 00h 00h 00h 00h 00h 061h 0  0  0  1  0h 0  2126h 0  1  0  0  0  
154       0 0 1 0 0 062h 062h 0F0h 00h 00h 00h 00h 00h 062h 0  0  0  1  0h 0  2968h 0  1  0  0  0  
155       0 0 1 0 0 063h 063h 0F0h 00h 00h 00h 00h 00h 063h 0  0  0  1  0h 0  31CAh 0  1  0  0  0  
156       0 0 1 0 0 064h 064h 0F0h 00h 00h 00h 00h 00h 064h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
157       0 0 1 0 0 065h 065h 0F0h 00h 00h 00h 00h 00h 065h 0  0  0  1  0h 0  3A2Ch 0  1  0  0  0  
158       0 0 1 0 0 066h 066h 0F0h 00h 00h 00h 00h 00h 066h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
159       0 0 1 0 0 067h 067h 0F0h 00h 00h 00h 00h 00h 067h 0  0  0  1  0h 0  426Dh 0  1  0  0  0  
160       0 0 1 0 0 068h 068h 0F0h 00h 00h 00h 00h 00h 068h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
161       0 0 1 0 0 068h 068h 0F0h 00h 00h 00h 00h 00h 068h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
162       0 0 1 0 0 068h 068h 0F0h 00h 00h 00h 00h 00h 068h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
163       0 0 1 0 0 068h 068h 0F0h 00h 00h 00h 00h 00h 068h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
164       0 0 1 0 0 069h 069h 0F0h 00h 00h 00h 00h 00h 069h 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
165       0 0 1 0 0 06Ah 06Ah 0F0h 00h 00h 00h 00h 00h 06Ah 0  0  0  1  0h 0  3A2Bh 0  1  0  0  0  
166       0 0 1 0 0 06Bh 06Bh 0F0h 00h 00h 00h 00h 00h 06Bh 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
167       0 0 1 0 0 06Ch 06Ch 0F0h 00h 00h 00h 00h 00h 06Ch 0  0  0  1  0h 0  29A8h 0  1  0  0  0  
168       0 0 1 0 0 06Dh 06Dh 0F0h 00h 00h 00h 00h 00h 06Dh 0  0  0  1  0h 0  2967h 0  1  0  0  0  
169       0 0 1 0 0 06Eh 06Eh 0F0h 00h 00h 00h 00h 00h 06Eh 0  0  0  1  0h 0  2946h 0  1  0  0  0  
170       0 0 1 0 0 06Fh 06Fh 0F0h 00h 00h 00h 00h 00h 06Fh 0  0  0  1  0h 0  2946h 0  1  0  0  0  
171       0 0 1 0 0 070h 070h 0F0h 00h 00h 00h 00h 00h 070h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
172       0 0 1 0 0 070h 070h 0F0h 00h 00h 00h 00h 00h 070h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
173       0 0 1 0 0 070h 070h 0F0h 00h 00h 00h 00h 00h 070h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
174       0 0 1 0 0 070h 070h 0F0h 00h 00h 00h 00h 00h 070h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
175       0 0 1 0 0 071h 071h 0F0h 00h 00h 00h 00h 00h 071h 0  0  0  1  0h 0  2105h 0  1  0  0  0  
176       0 0 1 0 0 072h 072h 0F0h 00h 00h 00h 00h 00h 072h 0  0  0  1  0h 0  18A3h 0  1  0  0  0  
177       0 0 1 0 0 073h 073h 0F0h 00h 00h 00h 00h 00h 073h 0  0  0  1  0h 0  1082h 0  1  0  0  0  
178       0 0 1 0 0 074h 074h 0F0h 00h 00h 00h 00h 00h 074h 0  0  0  1  0h 0  1083h 0  1  0  0  0  
179       0 0 1 0 0 075h 075h 0F0h 00h 00h 00h 00h 00h 075h 0  0  0  1  0h 0  10A3h 0  1  0  0  0  
180       0 0 1 0 0 076h 076h 0F0h 00h 00h 00h 00h 00h 076h 0  0  0  1  0h 0  10C4h 0  1  0  0  0  
181       0 0 1 0 0 077h 077h 0F0h 00h 00h 00h 00h 00h 077h 0  0  0  1  0h 0  1906h 0  1  0  0  0  
182       0 0 1 0 0 078h 078h 0F0h 00h 00h 00h 00h 00h 078h 0  0  0  1  0h 0  2147h 0  1  0  0  0  
183       0 0 1 0 0 078h 078h 0F0h 00h 00h 00h 00h 00h 078h 0  0  0  1  0h 0  2147h 0  1  0  0  0  
184       0 0 1 0 0 078h 078h 0F0h 00h 00h 00h 00h 00h 078h 0  0  0  1  0h 0  2147h 0  1  0  0  0  
185       0 0 1 0 0 078h 078h 0F0h 00h 00h 00h 00h 00h 078h 0  0  0  1  0h 0  2147h 0  1  0  0  0  
186       0 0 1 0 0 079h 079h 0F0h 00h 00h 00h 00h 00h 079h 0  0  0  1  0h 0  2989h 0  1  0  0  0  
187       0 0 1 0 0 07Ah 07Ah 0F0h 00h 00h 00h 00h 00h 07Ah 0  0  0  1  0h 0  39EBh 0  1  0  0  0  
188       0 0 1 0 0 07Bh 07Bh 0F0h 00h 00h 00h 00h 00h 07Bh 0  0  0  1  0h 0  422Ch 0  1  0  0  0  
189       0 0 1 0 0 07Ch 07Ch 0F0h 00h 00h 00h 00h 00h 07Ch 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
190       0 0 1 0 0 07Dh 07Dh 0F0h 00h 00h 00h 00h 00h 07Dh 0  0  0  1  0h 0  4A6Dh 0  1  0  0  0  
191       0 0 1 0 0 07Eh 07Eh 0F0h 00h 00h 00h 00h 00h 07Eh 0  0  0  1  0h 0  4A6Dh 0  1  0  0  0  
192       0 0 1 0 0 07Fh 07Fh 0F0h 00h 00h 00h 00h 00h 07Fh 0  0  0  1  0h 0  424Ch 0  1  0  0  0  
193       0 0 1 0 0 080h 080h 0F0h 00h 00h 00h 00h 00h 080h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
194       0 0 1 0 0 080h 080h 0F0h 00h 00h 00h 00h 00h 080h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
195       0 0 1 0 0 080h 080h 0F0h 00h 00h 00h 00h 00h 080h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
196       0 0 1 0 0 080h 080h 0F0h 00h 00h 00h 00h 00h 080h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
197       0 0 1 0 0 081h 081h 0F0h 00h 00h 00h 00h 00h 081h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
198       0 0 1 0 0 082h 082h 0F0h 00h 00h 00h 00h 00h 082h 0  0  0  1  0h 0  31A9h 0  1  0  0  0  
199       0 0 1 0 0 083h 083h 0F0h 00h 00h 00h 00h 00h 083h 0  0  0  1  0h 0  2968h 0  1  0  0  0  
200       0 0 1 0 0 084h 084h 0F0h 00h 00h 00h 00h 00h 084h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
201       0 0 1 0 0 085h 085h 0F0h 00h 00h 00h 00h 00h 085h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
202       0 0 1 0 0 086h 086h 0F0h 00h 00h 00h 00h 00h 086h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
203       0 0 1 0 0 087h 087h 0F0h 00h 00h 00h 00h 00h 087h 0  0  0  1  0h 0  2125h 0  1  0  0  0  
204       0 0 1 0 0 088h 088h 0F0h 00h 00h 00h 00h 00h 088h 0  0  0  1  0h 0  18E4h 0  1  0  0  0  
205       0 0 1 0 0 088h 088h 0F0h 00h 00h 00h 00h 00h 088h 0  0  0  1  0h 0  18E4h 0  1  0  0  0  
206       0 0 1 0 0 088h 088h 0F0h 00h 00h 00h 00h 00h 088h 0  0  0  1  0h 0  18E4h 0  1  0  0  0  
207       0 0 1 0 0 088h 088h 0F0h 00h 00h 00h 00h 00h 088h 0  0  0  1  0h 0  18E4h 0  1  0  0  0  
208       0 0 1 0 0 089h 089h 0F0h 00h 00h 00h 00h 00h 089h 0  0  0  1  0h 0  1083h 0  1  0  0  0  
209       0 0 1 0 0 08Ah 08Ah 0F0h 00h 00h 00h 00h 00h 08Ah 0  0  0  1  0h 0  1083h 0  1  0  0  0  
210       0 0 1 0 0 08Bh 08Bh 0F0h 00h 00h 00h 00h 00h 08Bh 0  0  0  1  0h 0  10A4h 0  1  0  0  0  
211       0 0 1 0 0 08Ch 08Ch 0F0h 00h 00h 00h 00h 00h 08Ch 0  0  0  1  0h 0  10C5h 0  1  0  0  0  
212       0 0 1 0 0 08Dh 08Dh 0F0h 00h 00h 00h 00h 00h 08Dh 0  0  0  1  0h 0  1906h 0  1  0  0  0  
213       0 0 1 0 0 08Eh 08Eh 0F0h 00h 00h 00h 00h 00h 08Eh 0  0  0  1  0h 0  2968h 0  1  0  0  0  
214       0 0 1 0 0 08Fh 08Fh 0F0h 00h 00h 00h 00h 00h 08Fh 0  0  0  1  0h 0  31CAh 0  1  0  0  0  
215       0 0 1 0 0 090h 090h 0F0h 00h 00h 00h 00h 00h 090h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
216       0 0 1 0 0 090h 090h 0F0h 00h 00h 00h 00h 00h 090h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
217       0 0 1 0 0 090h 090h 0F0h 00h 00h 00h 00h 00h 090h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
218       0 0 1 0 0 090h 090h 0F0h 00h 00h 00h 00h 00h 090h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
219       0 0 1 0 0 091h 091h 0F0h 00h 00h 00h 00h 00h 091h 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
220       0 0 1 0 0 092h 092h 0F0h 00h 00h 00h 00h 00h 092h 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
221       0 0 1 0 0 093h 093h 0F0h 00h 00h 00h 00h 00h 093h 0  0  0  1  0h 0  424Dh 0  1  0  0  0  
222       0 0 1 0 0 094h 094h 0F0h 00h 00h 00h 00h 00h 094h 0  0  0  1  0h 0  422Ch 0  1  0  0  0  
223       0 0 1 0 0 095h 095h 0F0h 00h 00h 00h 00h 00h 095h 0  0  0  1  0h 0  3A0Bh 0  1  0  0  0  
224       0 0 1 0 0 096h 096h 0F0h 00h 00h 00h 00h 00h 096h 0  0  0  1  0h 0  39EAh 0  1  0  0  0  
225       0 0 1 0 0 097h 097h 0F0h 00h 00h 00h 00h 00h 097h 0  0  0  1  0h 0  31A9h 0  1  0  0  0  
226       0 0 1 0 0 098h 098h 0F0h 00h 00h 00h 00h 00h 098h 0  0  0  1  0h 0  2988h 0  1  0  0  0  
227       0 0 1 0 0 098h 098h 0F0h 00h 00h 00h 00h 00h 098h 0  0  0  1  0h 0  2988h 0  1  0  0  0  
228       0 0 1 0 0 098h 098h 0F0h 00h 00h 00h 00h 00h 098h 0  0  0  1  0h 0  2988h 0  1  0  0  0  
229       0 0 1 0 0 098h 098h 0F0h 00h 00h 00h 00h 00h 098h 0  0  0  1  0h 0  2988h 0  1  0  0  0  
230       0 0 1 0 0 099h 099h 0F0h 00h 00h 00h 00h 00h 099h 0  0  0  1  0h 0  2946h 0  1  0  0  0  
231       0 0 1 0 0 09Ah 09Ah 0F0h 00h 00h 00h 00h 00h 09Ah 0  0  0  1  0h 0  2126h 0  1  0  0  0  
232       0 0 1 0 0 09Bh 09Bh 0F0h 00h 00h 00h 00h 00h 09Bh 0  0  0  1  0h 0  2126h 0  1  0  0  0  
233       0 0 1 0 0 09Ch 09Ch 0F0h 00h 00h 00h 00h 00h 09Ch 0  0  0  1  0h 0  2126h 0  1  0  0  0  
234       0 0 1 0 0 09Dh 09Dh 0F0h 00h 00h 00h 00h 00h 09Dh 0  0  0  1  0h 0  2125h 0  1  0  0  0  
235       0 0 1 0 0 09Eh 09Eh 0F0h 00h 00h 00h 00h 00h 09Eh 0  0  0  1  0h 0  2125h 0  1  0  0  0  
236       0 0 1 0 0 09Fh 09Fh 0F0h 00h 00h 00h 00h 00h 09Fh 0  0  0  1  0h 0  2125h 0  1  0  0  0  
237       0 0 1 0 0 0A0h 0A0h 0F0h 00h 00h 00h 00h 00h 0A0h 0  0  0  1  0h 0  2105h 0  1  0  0  0  
238       0 0 1 0 0 0A0h 0A0h 0F0h 00h 00h 00h 00h 00h 0A0h 0  0  0  1  0h 0  2105h 0  1  0  0  0  
239       0 0 1 0 0 0A0h 0A0h 0F0h 00h 00h 00h 00h 00h 0A0h 0  0  0  1  0h 0  2105h 0  1  0  0  0  
240       0 0 1 0 0 0A0h 0A0h 0F0h 00h 00h 00h 00h 00h 0A0h 0  0  0  1  0h 0  2105h 0  1  0  0  0  
